t,x,y,yaw,h,dx,dy,dyaw,dh
0.044000,6.404433,5.400002,0.000000,0.217867,0.201512,0.000073,0.000000,0.126335
0.046000,6.404845,5.400002,0.000000,0.218125,0.210671,0.000077,0.000000,0.131416
0.048000,6.405276,5.400002,0.000000,0.218393,0.219831,0.000080,0.000000,0.136497
0.050000,6.405725,5.400002,0.000000,0.218671,0.228990,0.000084,0.000000,0.141578
0.052000,6.406192,5.400002,0.000000,0.218959,0.238150,0.000087,0.000000,0.146659
0.054000,6.406677,5.400002,0.000000,0.219258,0.247309,0.000090,0.000000,0.151740
0.056000,6.407181,5.400003,0.000000,0.219566,0.256469,0.000094,0.000000,0.156821
0.058000,6.407703,5.400003,0.000000,0.219885,0.265629,0.000097,0.000000,0.161902
0.060000,6.408244,5.400003,0.000000,0.220214,0.274788,0.000101,0.000000,0.166984
0.062000,6.408802,5.400003,0.000000,0.220553,0.283948,0.000104,0.000000,0.172065
0.064000,6.409379,5.400003,0.000000,0.220902,0.293107,0.000107,0.000000,0.176745
0.066000,6.409975,5.400004,0.000000,0.221255,0.302267,0.000111,0.000000,0.176356
0.068000,6.410588,5.400004,0.000000,0.221607,0.311426,0.000115,0.000000,0.175967
0.070000,6.411221,5.400004,0.000000,0.221959,0.320585,0.000118,0.000000,0.175578
0.072000,6.411871,5.400004,0.000000,0.222310,0.329745,0.000122,0.000000,0.175189
0.074000,6.412539,5.400005,0.000000,0.222660,0.338904,0.000125,0.000000,0.174800
0.076000,6.413226,5.400005,0.000000,0.223009,0.348064,0.000129,0.000000,0.174411
0.078000,6.413932,5.400005,0.000000,0.223357,0.357223,0.000132,0.000000,0.174022
0.080000,6.414655,5.400005,0.000000,0.223705,0.366382,0.000136,0.000000,0.173633
0.082000,6.415397,5.400006,0.000000,0.224052,0.375542,0.000139,0.000000,0.173244
0.084000,6.416158,5.400006,0.000000,0.224398,0.384701,0.000143,0.000000,0.172855
0.086000,6.416936,5.400006,0.000000,0.224743,0.393861,0.000146,0.000000,0.172466
0.088000,6.417733,5.400006,0.000000,0.225088,0.403020,0.000150,0.000000,0.172077
0.090000,6.418548,5.400007,0.000000,0.225432,0.412180,0.000154,0.000000,0.171688
0.092000,6.419382,5.400007,0.000000,0.225775,0.421339,0.000157,0.000000,0.171299
0.094000,6.420234,5.400007,0.000000,0.226117,0.430498,0.000161,0.000000,0.170910
0.096000,6.421104,5.400008,0.000000,0.226458,0.439658,0.000164,0.000000,0.170520
0.098000,6.421992,5.400008,0.000000,0.226799,0.448817,0.000168,0.000000,0.170127
0.100000,6.422899,5.400008,0.000000,0.227139,0.457976,0.000172,0.000000,0.169735
0.102000,6.423824,5.400009,0.000000,0.227478,0.467136,0.000175,0.000000,0.169342
0.104000,6.424767,5.400009,0.000000,0.227816,0.476295,0.000179,0.000000,0.168949
0.106000,6.425729,5.400009,0.000000,0.228154,0.485454,0.000183,0.000000,0.168556
0.108000,6.426709,5.400010,0.000000,0.228490,0.494613,0.000186,0.000000,0.168163
0.110000,6.427708,5.400010,0.000000,0.228826,0.503773,0.000190,0.000000,0.167771
0.112000,6.428724,5.400011,0.000000,0.229161,0.512932,0.000194,0.000000,0.167378
0.114000,6.429759,5.400011,0.000000,0.229496,0.522091,0.000197,0.000000,0.166985
0.116000,6.430813,5.400011,0.000000,0.229829,0.531251,0.000201,0.000000,0.166592
0.118000,6.431884,5.400012,0.000000,0.230162,0.540410,0.000205,0.000000,0.166199
0.120000,6.432974,5.400012,0.000000,0.230494,0.549569,0.000208,0.000000,0.165807
0.122000,6.434083,5.400013,0.000000,0.230825,0.558728,0.000212,0.000000,0.165414
0.124000,6.435209,5.400013,0.000000,0.231156,0.567888,0.000216,0.000000,0.165021
0.126000,6.436354,5.400014,0.000000,0.231485,0.577047,0.000219,0.000000,0.164628
0.128000,6.437517,5.400014,0.000000,0.231814,0.586206,0.000223,0.000000,0.164235
0.130000,6.438699,5.400014,0.000000,0.232142,0.595365,0.000227,0.000000,0.163841
0.132000,6.439899,5.400015,0.000000,0.232470,0.604524,0.000231,0.000000,0.163447
0.134000,6.441117,5.400015,0.000000,0.232796,0.613684,0.000234,0.000000,0.163053
0.136000,6.442354,5.400016,0.000000,0.233122,0.622843,0.000238,0.000000,0.162659
0.138000,6.443609,5.400016,0.000000,0.233447,0.632002,0.000242,0.000000,0.162265
0.140000,6.444882,5.400017,0.000000,0.233771,0.641161,0.000246,0.000000,0.161871
0.142000,6.446173,5.400017,0.000000,0.234094,0.650320,0.000250,0.000000,0.161477
0.144000,6.447483,5.400018,0.000000,0.234417,0.659479,0.000254,0.000000,0.161083
0.146000,6.448811,5.400018,0.000000,0.234739,0.668638,0.000257,0.000000,0.160689
0.148000,6.450158,5.400019,0.000000,0.235060,0.677798,0.000261,0.000000,0.160295
0.150000,6.451522,5.400019,0.000000,0.235380,0.686957,0.000265,0.000000,0.159901
0.152000,6.452905,5.400020,0.000000,0.235699,0.696116,0.000269,0.000000,0.159507
0.154000,6.454307,5.400020,0.000000,0.236018,0.705275,0.000273,0.000000,0.159113
0.156000,6.455726,5.400021,0.000000,0.236336,0.714434,0.000276,0.000000,0.158719
0.158000,6.457164,5.400021,0.000000,0.236653,0.723593,0.000280,0.000000,0.158325
0.160000,6.458621,5.400022,0.000000,0.236969,0.732752,0.000284,0.000000,0.157930
0.162000,6.460095,5.400023,0.000000,0.237284,0.741911,0.000288,0.000000,0.157536
0.164000,6.461588,5.400023,0.000000,0.237599,0.751070,0.000292,0.000000,0.157141
0.166000,6.463100,5.400024,0.000000,0.237913,0.760229,0.000296,0.000000,0.156746
0.168000,6.464629,5.400024,0.000000,0.238226,0.769388,0.000300,0.000000,0.156352
0.170000,6.466177,5.400025,0.000000,0.238538,0.778547,0.000304,0.000000,0.155957
0.172000,6.467744,5.400026,0.000000,0.238850,0.787706,0.000308,0.000000,0.155562
0.174000,6.469328,5.400026,0.000000,0.239161,0.796865,0.000312,0.000000,0.155168
0.176000,6.470931,5.400027,0.000000,0.239471,0.806024,0.000316,0.000000,0.154773
0.178000,6.472552,5.400027,0.000000,0.239780,0.815183,0.000320,0.000000,0.154378
0.180000,6.474192,5.400028,0.000000,0.240088,0.824342,0.000324,0.000000,0.153984
0.182000,6.475850,5.400029,0.000000,0.240396,0.833501,0.000328,0.000000,0.153589
0.184000,6.477526,5.400029,0.000000,0.240702,0.842660,0.000332,0.000000,0.153194
0.186000,6.479220,5.400030,0.000000,0.241008,0.851819,0.000336,0.000000,0.152800
0.188000,6.480933,5.400031,0.000000,0.241314,0.860978,0.000340,0.000000,0.152405
0.190000,6.482664,5.400031,0.000000,0.241618,0.870137,0.000344,0.000000,0.152010
0.192000,6.484414,5.400032,0.000000,0.241922,0.879296,0.000348,0.000000,0.151616
0.194000,6.486181,5.400033,0.000000,0.242225,0.888455,0.000352,0.000000,0.151221
0.196000,6.487967,5.400034,0.000000,0.242527,0.897613,0.000356,0.000000,0.150826
0.198000,6.489772,5.400034,0.000000,0.242828,0.906772,0.000360,0.000000,0.150431
0.200000,6.491595,5.400035,0.000000,0.243128,0.915931,0.000364,0.000000,0.150035
0.202000,6.493436,5.400036,0.000000,0.243428,0.925090,0.000368,0.000000,0.149640
0.204000,6.495295,5.400036,0.000000,0.243727,0.934249,0.000373,0.000000,0.149245
0.206000,6.497173,5.400037,0.000000,0.244025,0.943407,0.000377,0.000000,0.148850
0.208000,6.499068,5.400038,0.000000,0.244322,0.952566,0.000381,0.000000,0.148455
0.210000,6.500983,5.400039,0.000000,0.244619,0.961725,0.000385,0.000000,0.148060
0.212000,6.502915,5.400040,0.000000,0.244915,0.970884,0.000389,0.000000,0.147665
0.214000,6.504866,5.400040,0.000000,0.245209,0.980043,0.000393,0.000000,0.147270
0.216000,6.506836,5.400041,0.000000,0.245504,0.989201,0.000397,0.000000,0.146875
0.218000,6.508823,5.400042,0.000000,0.245797,0.998360,0.000402,0.000000,0.146480
0.220000,6.510829,5.400043,0.000000,0.246090,1.007519,0.000406,0.000000,0.146085
0.222000,6.512853,5.400044,0.000000,0.246381,1.016678,0.000410,0.000000,0.145690
0.224000,6.514896,5.400044,0.000000,0.246672,1.025837,0.000414,0.000000,0.145295
0.226000,6.516957,5.400045,0.000000,0.246962,1.034995,0.000418,0.000000,0.144900
0.228000,6.519036,5.400046,0.000000,0.247252,1.044154,0.000423,0.000000,0.144504
0.230000,6.521133,5.400047,0.000000,0.247540,1.053312,0.000427,0.000000,0.144109
0.232000,6.523249,5.400048,0.000000,0.247828,1.062471,0.000431,0.000000,0.143714
0.234000,6.525383,5.400049,0.000000,0.248115,1.071630,0.000436,0.000000,0.143318
0.236000,6.527535,5.400049,0.000000,0.248402,1.080788,0.000440,0.000000,0.142923
0.238000,6.529706,5.400050,0.000000,0.248687,1.089947,0.000444,0.000000,0.142528
0.240000,6.531895,5.400051,0.000000,0.248972,1.099106,0.000449,0.000000,0.142133
0.242000,6.534103,5.400052,0.000000,0.249256,1.108264,0.000453,0.000000,0.141737
0.244000,6.536328,5.400053,0.000000,0.249539,1.117423,0.000457,0.000000,0.141342
0.246000,6.538572,5.400054,0.000000,0.249821,1.126581,0.000462,0.000000,0.140947
0.248000,6.540835,5.400055,0.000000,0.250102,1.135740,0.000466,0.000000,0.140551
0.250000,6.543115,5.400056,0.000000,0.250383,1.144899,0.000470,0.000000,0.140156
0.252000,6.545414,5.400057,0.000000,0.250663,1.154057,0.000475,0.000000,0.139761
0.254000,6.547732,5.400058,0.000000,0.250942,1.163216,0.000479,0.000000,0.139366
0.256000,6.550067,5.400059,0.000000,0.251221,1.172374,0.000483,0.000000,0.138970
0.258000,6.552421,5.400060,0.000000,0.251498,1.181533,0.000488,0.000000,0.138575
0.260000,6.554793,5.400061,0.000000,0.251775,1.190691,0.000492,0.000000,0.138179
0.262000,6.557184,5.400062,0.000000,0.252051,1.199850,0.000497,0.000000,0.137784
0.264000,6.559593,5.400063,0.000000,0.252326,1.209008,0.000502,0.000000,0.137388
0.266000,6.562020,5.400064,0.000000,0.252600,1.218167,0.000506,0.000000,0.136993
0.268000,6.564465,5.400065,0.000000,0.252874,1.227325,0.000511,0.000000,0.136597
0.270000,6.566929,5.400066,0.000000,0.253147,1.236483,0.000515,0.000000,0.136202
0.272000,6.569411,5.400067,0.000000,0.253419,1.245642,0.000520,0.000000,0.135806
0.274000,6.571912,5.400068,0.000000,0.253690,1.254800,0.000524,0.000000,0.135411
0.276000,6.574430,5.400069,0.000000,0.253960,1.263959,0.000529,0.000000,0.135015
0.278000,6.576967,5.400070,0.000000,0.254230,1.273117,0.000533,0.000000,0.134620
0.280000,6.579523,5.400071,0.000000,0.254499,1.282275,0.000538,0.000000,0.134225
0.282000,6.582097,5.400072,0.000000,0.254767,1.291434,0.000542,0.000000,0.133829
0.284000,6.584689,5.400073,0.000000,0.255034,1.300592,0.000547,0.000000,0.133434
0.286000,6.587299,5.400074,0.000000,0.255301,1.309751,0.000551,0.000000,0.133038
0.288000,6.589928,5.400075,0.000000,0.255566,1.318909,0.000556,0.000000,0.132643
0.290000,6.592575,5.400076,0.000000,0.255831,1.328067,0.000561,0.000000,0.132247
0.292000,6.595240,5.400078,0.000000,0.256095,1.337225,0.000565,0.000000,0.131851
0.294000,6.597924,5.400079,0.000000,0.256359,1.346384,0.000570,0.000000,0.131456
0.296000,6.600625,5.400080,0.000000,0.256621,1.355542,0.000575,0.000000,0.131060
0.298000,6.603346,5.400081,0.000000,0.256883,1.364700,0.000580,0.000000,0.130665
0.300000,6.606084,5.400082,0.000000,0.257144,1.373858,0.000584,0.000000,0.130269
0.302000,6.608841,5.400083,0.000000,0.257404,1.383016,0.000589,0.000000,0.129873
0.304000,6.611616,5.400085,0.000000,0.257663,1.392175,0.000594,0.000000,0.129478
0.306000,6.614410,5.400086,0.000000,0.257922,1.401333,0.000599,0.000000,0.129082
0.308000,6.617222,5.400087,0.000000,0.258180,1.410491,0.000603,0.000000,0.128687
0.310000,6.620052,5.400088,0.000000,0.258437,1.419649,0.000608,0.000000,0.128291
0.312000,6.622900,5.400089,0.000000,0.258693,1.428807,0.000613,0.000000,0.127895
0.314000,6.625767,5.400091,0.000000,0.258948,1.437965,0.000618,0.000000,0.127500
0.316000,6.628652,5.400092,0.000000,0.259203,1.447124,0.000622,0.000000,0.127104
0.318000,6.631555,5.400093,0.000000,0.259457,1.456282,0.000627,0.000000,0.126709
0.320000,6.634477,5.400094,0.000000,0.259710,1.465440,0.000632,0.000000,0.126313
0.322000,6.637417,5.400096,0.000000,0.259962,1.474598,0.000637,0.000000,0.125917
0.324000,6.640376,5.400097,0.000000,0.260213,1.483756,0.000642,0.000000,0.125521
0.326000,6.643352,5.400098,0.000000,0.260464,1.492914,0.000647,0.000000,0.125126
0.328000,6.646347,5.400099,0.000000,0.260714,1.502072,0.000652,0.000000,0.124730
0.330000,6.649361,5.400101,0.000000,0.260963,1.511230,0.000657,0.000000,0.124334
0.332000,6.652392,5.400102,0.000000,0.261211,1.520388,0.000662,0.000000,0.123939
0.334000,6.655442,5.400103,0.000000,0.261459,1.529546,0.000667,0.000000,0.123543
0.336000,6.658510,5.400105,0.000000,0.261705,1.538704,0.000672,0.000000,0.123147
0.338000,6.661597,5.400106,0.000000,0.261951,1.547861,0.000677,0.000000,0.122751
0.340000,6.664702,5.400107,0.000000,0.262196,1.557019,0.000682,0.000000,0.122356
0.342000,6.667825,5.400109,0.000000,0.262441,1.566177,0.000687,0.000000,0.121960
0.344000,6.670967,5.400110,0.000000,0.262684,1.575335,0.000692,0.000000,0.121564
0.346000,6.674126,5.400112,0.000000,0.262927,1.584493,0.000697,0.000000,0.121169
0.348000,6.677304,5.400113,0.000000,0.263169,1.593651,0.000702,0.000000,0.120773
0.350000,6.680501,5.400114,0.000000,0.263410,1.602809,0.000707,0.000000,0.120377
0.352000,6.683716,5.400116,0.000000,0.263650,1.611967,0.000712,0.000000,0.119982
0.354000,6.686949,5.400117,0.000000,0.263890,1.621125,0.000717,0.000000,0.119586
0.356000,6.690200,5.400119,0.000000,0.264129,1.630282,0.000723,0.000000,0.119190
0.358000,6.693470,5.400120,0.000000,0.264367,1.639440,0.000728,0.000000,0.118794
0.360000,6.696758,5.400122,0.000000,0.264604,1.648598,0.000733,0.000000,0.118398
0.362000,6.700064,5.400123,0.000000,0.264840,1.657755,0.000738,0.000000,0.118003
0.364000,6.703389,5.400125,0.000000,0.265076,1.666913,0.000744,0.000000,0.117607
0.366000,6.706732,5.400126,0.000000,0.265311,1.676071,0.000749,0.000000,0.117211
0.368000,6.710093,5.400128,0.000000,0.265545,1.685228,0.000754,0.000000,0.116815
0.370000,6.713473,5.400129,0.000000,0.265778,1.694386,0.000759,0.000000,0.116419
0.372000,6.716871,5.400131,0.000000,0.266010,1.703544,0.000765,0.000000,0.116024
0.374000,6.720287,5.400132,0.000000,0.266242,1.712701,0.000770,0.000000,0.115628
0.376000,6.723722,5.400134,0.000000,0.266473,1.721859,0.000775,0.000000,0.115232
0.378000,6.727175,5.400135,0.000000,0.266703,1.731017,0.000781,0.000000,0.114836
0.380000,6.730646,5.400137,0.000000,0.266932,1.740174,0.000786,0.000000,0.114440
0.382000,6.734135,5.400138,0.000000,0.267161,1.749332,0.000791,0.000000,0.114045
0.384000,6.737643,5.400140,0.000000,0.267388,1.758490,0.000796,0.000000,0.113649
0.386000,6.741169,5.400142,0.000000,0.267615,1.767647,0.000802,0.000000,0.113253
0.388000,6.744714,5.400143,0.000000,0.267841,1.776804,0.000808,0.000000,0.112857
0.390000,6.748276,5.400145,0.000000,0.268067,1.785962,0.000813,0.000000,0.112461
0.392000,6.751857,5.400146,0.000000,0.268291,1.795119,0.000819,0.000000,0.112065
0.394000,6.755457,5.400148,0.000000,0.268515,1.804276,0.000824,0.000000,0.111670
0.396000,6.759075,5.400150,0.000000,0.268738,1.813434,0.000830,0.000000,0.111274
0.398000,6.762711,5.400151,0.000000,0.268960,1.822591,0.000835,0.000000,0.110878
0.400000,6.766365,5.400153,0.000000,0.269181,1.831748,0.000841,0.000000,0.110482
0.402000,6.770038,5.400155,0.000000,0.269402,1.840906,0.000847,0.000000,0.110086
0.404000,6.773729,5.400156,0.000000,0.269622,1.850063,0.000852,0.000000,0.109690
0.406000,6.777438,5.400158,0.000000,0.269841,1.859221,0.000858,0.000000,0.109294
0.408000,6.781165,5.400160,0.000000,0.270059,1.868378,0.000863,0.000000,0.108899
0.410000,6.784911,5.400162,0.000000,0.270276,1.877535,0.000869,0.000000,0.108503
0.412000,6.788676,5.400163,0.000000,0.270493,1.886693,0.000874,0.000000,0.108107
0.414000,6.792458,5.400165,0.000000,0.270709,1.895850,0.000880,0.000000,0.107711
0.416000,6.796259,5.400167,0.000000,0.270924,1.905007,0.000886,0.000000,0.107315
0.418000,6.800078,5.400169,0.000000,0.271138,1.914164,0.000892,0.000000,0.106919
0.420000,6.803916,5.400170,0.000000,0.271352,1.923321,0.000897,0.000000,0.106523
0.422000,6.807771,5.400172,0.000000,0.271564,1.932478,0.000903,0.000000,0.106127
0.424000,6.811646,5.400174,0.000000,0.271776,1.941635,0.000909,0.000000,0.105731
0.426000,6.815538,5.400176,0.000000,0.271987,1.950792,0.000915,0.000000,0.105335
0.428000,6.819449,5.400178,0.000000,0.272197,1.959949,0.000921,0.000000,0.104940
0.430000,6.823378,5.400180,0.000000,0.272407,1.969106,0.000927,0.000000,0.104544
0.432000,6.827325,5.400181,0.000000,0.272616,1.978263,0.000933,0.000000,0.104148
0.434000,6.831291,5.400183,0.000000,0.272823,1.987420,0.000939,0.000000,0.103752
0.436000,6.835275,5.400185,0.000000,0.273031,1.996577,0.000945,0.000000,0.103356
0.438000,6.839277,5.400187,0.000000,0.273237,2.005735,0.000951,0.000000,0.102960
0.440000,6.843298,5.400189,0.000000,0.273442,2.014892,0.000956,0.000000,0.102564
0.442000,6.847337,5.400191,0.000000,0.273647,2.024049,0.000962,0.000000,0.102168
0.444000,6.851394,5.400193,0.000000,0.273851,2.033206,0.000968,0.000000,0.101772
0.446000,6.855470,5.400195,0.000000,0.274054,2.042363,0.000974,0.000000,0.101376
0.448000,6.859563,5.400197,0.000000,0.274257,2.051519,0.000980,0.000000,0.100980
0.450000,6.863676,5.400199,0.000000,0.274458,2.060676,0.000987,0.000000,0.100584
0.452000,6.867806,5.400201,0.000000,0.274659,2.069833,0.000993,0.000000,0.100188
0.454000,6.871955,5.400203,0.000000,0.274859,2.078989,0.000999,0.000000,0.099792
0.456000,6.876122,5.400205,0.000000,0.275058,2.088146,0.001005,0.000000,0.099397
0.458000,6.880308,5.400207,0.000000,0.275256,2.097303,0.001012,0.000000,0.099001
0.460000,6.884511,5.400209,0.000000,0.275454,2.106459,0.001018,0.000000,0.098605
0.462000,6.888733,5.400211,0.000000,0.275651,2.115616,0.001024,0.000000,0.098209
0.464000,6.892974,5.400213,0.000000,0.275847,2.124773,0.001031,0.000000,0.097813
0.466000,6.897232,5.400215,0.000000,0.276042,2.133929,0.001037,0.000000,0.097417
0.468000,6.901509,5.400217,0.000000,0.276237,2.143086,0.001043,0.000000,0.097021
0.470000,6.905805,5.400219,0.000000,0.276430,2.152242,0.001049,0.000000,0.096625
0.472000,6.910118,5.400221,0.000000,0.276623,2.161399,0.001056,0.000000,0.096229
0.474000,6.914450,5.400223,0.000000,0.276815,2.170556,0.001062,0.000000,0.095833
0.476000,6.918801,5.400225,0.000000,0.277006,2.179712,0.001068,0.000000,0.095437
0.478000,6.923169,5.400228,0.000000,0.277197,2.188869,0.001075,0.000000,0.095041
0.480000,6.927556,5.400230,0.000000,0.277387,2.198025,0.001081,0.000000,0.094645
0.482000,6.931961,5.400232,0.000000,0.277575,2.207182,0.001088,0.000000,0.094249
0.484000,6.936385,5.400234,0.000000,0.277764,2.216338,0.001094,0.000000,0.093853
0.486000,6.940827,5.400236,0.000000,0.277951,2.225494,0.001101,0.000000,0.093457
0.488000,6.945287,5.400238,0.000000,0.278137,2.234650,0.001108,0.000000,0.093061
0.490000,6.949765,5.400241,0.000000,0.278323,2.243806,0.001115,0.000000,0.092665
0.492000,6.954262,5.400243,0.000000,0.278508,2.252963,0.001121,0.000000,0.092269
0.494000,6.958777,5.400245,0.000000,0.278692,2.262119,0.001128,0.000000,0.091873
0.496000,6.963311,5.400247,0.000000,0.278876,2.271275,0.001135,0.000000,0.091477
0.498000,6.967862,5.400250,0.000000,0.279058,2.280431,0.001142,0.000000,0.091081
0.500000,6.972432,5.400252,0.000000,0.279240,2.289587,0.001148,0.000000,0.090685
0.502000,6.977021,5.400254,0.000000,0.279421,2.298744,0.001155,0.000000,0.090289
0.504000,6.981627,5.400257,0.000000,0.279601,2.307900,0.001162,0.000000,0.089893
0.506000,6.986252,5.400259,0.000000,0.279780,2.317056,0.001168,0.000000,0.089497
0.508000,6.990895,5.400261,0.000000,0.279959,2.326212,0.001175,0.000000,0.089101
0.510000,6.995557,5.400264,0.000000,0.280137,2.335368,0.001182,0.000000,0.088705
0.512000,7.000237,5.400266,0.000000,0.280314,2.344524,0.001189,0.000000,0.088309
0.514000,7.004935,5.400268,0.000000,0.280490,2.353680,0.001196,0.000000,0.087913
0.516000,7.009652,5.400271,0.000000,0.280665,2.362836,0.001203,0.000000,0.087517
0.518000,7.014386,5.400273,0.000000,0.280840,2.371991,0.001210,0.000000,0.087121
0.520000,7.019140,5.400276,0.000000,0.281014,2.381147,0.001218,0.000000,0.086725
0.522000,7.023911,5.400278,0.000000,0.281187,2.390303,0.001225,0.000000,0.086329
0.524000,7.028701,5.400281,0.000000,0.281359,2.399459,0.001232,0.000000,0.085933
0.526000,7.033509,5.400283,0.000000,0.281531,2.408614,0.001239,0.000000,0.085537
0.528000,7.038335,5.400286,0.000000,0.281701,2.417770,0.001247,0.000000,0.085140
0.530000,7.043180,5.400288,0.000000,0.281871,2.426926,0.001254,0.000000,0.084744
0.532000,7.048043,5.400291,0.000000,0.282040,2.436081,0.001261,0.000000,0.084348
0.534000,7.052924,5.400293,0.000000,0.282209,2.445237,0.001268,0.000000,0.083952
0.536000,7.057824,5.400296,0.000000,0.282376,2.454393,0.001275,0.000000,0.083556
0.538000,7.062742,5.400298,0.000000,0.282543,2.463548,0.001283,0.000000,0.083160
0.540000,7.067678,5.400301,0.000000,0.282709,2.472704,0.001290,0.000000,0.082764
0.542000,7.072633,5.400303,0.000000,0.282874,2.481860,0.001297,0.000000,0.082368
0.544000,7.077606,5.400306,0.000000,0.283038,2.491015,0.001305,0.000000,0.081972
0.546000,7.082597,5.400309,0.000000,0.283202,2.500170,0.001312,0.000000,0.081576
0.548000,7.087606,5.400311,0.000000,0.283365,2.509325,0.001320,0.000000,0.081180
0.550000,7.092634,5.400314,0.000000,0.283527,2.518481,0.001328,0.000000,0.080784
0.552000,7.097680,5.400316,0.000000,0.283688,2.527636,0.001336,0.000000,0.080388
0.554000,7.102745,5.400319,0.000000,0.283848,2.536791,0.001344,0.000000,0.079992
0.556000,7.107827,5.400322,0.000000,0.284008,2.545946,0.001351,0.000000,0.079596
0.558000,7.112928,5.400325,0.000000,0.284167,2.555101,0.001359,0.000000,0.079200
0.560000,7.118048,5.400327,0.000000,0.284325,2.564256,0.001367,0.000000,0.078804
0.562000,7.123185,5.400330,0.000000,0.284482,2.573411,0.001375,0.000000,0.078408
0.564000,7.128341,5.400333,0.000000,0.284638,2.582566,0.001383,0.000000,0.078011
0.566000,7.133516,5.400336,0.000000,0.284794,2.591721,0.001390,0.000000,0.077615
0.568000,7.138708,5.400338,0.000000,0.284949,2.600877,0.001398,0.000000,0.077219
0.570000,7.143919,5.400341,0.000000,0.285103,2.610032,0.001406,0.000000,0.076823
0.572000,7.149148,5.400344,0.000000,0.285256,2.619187,0.001414,0.000000,0.076427
0.574000,7.154396,5.400347,0.000000,0.285408,2.628342,0.001422,0.000000,0.076031
0.576000,7.159662,5.400350,0.000000,0.285560,2.637497,0.001430,0.000000,0.075635
0.578000,7.164946,5.400353,0.000000,0.285711,2.646651,0.001438,0.000000,0.075239
0.580000,7.170248,5.400355,0.000000,0.285861,2.655805,0.001447,0.000000,0.074843
0.582000,7.175569,5.400358,0.000000,0.286010,2.664960,0.001455,0.000000,0.074447
0.584000,7.180908,5.400361,0.000000,0.286159,2.674114,0.001464,0.000000,0.074051
0.586000,7.186266,5.400364,0.000000,0.286306,2.683269,0.001472,0.000000,0.073654
0.588000,7.191641,5.400367,0.000000,0.286453,2.692423,0.001481,0.000000,0.073258
0.590000,7.197035,5.400370,0.000000,0.286600,2.701578,0.001489,0.000000,0.072862
0.592000,7.202448,5.400373,0.000000,0.286745,2.710732,0.001498,0.000000,0.072466
0.594000,7.207878,5.400376,0.000000,0.286889,2.719886,0.001506,0.000000,0.072070
0.596000,7.213327,5.400379,0.000000,0.287033,2.729041,0.001514,0.000000,0.071674
0.598000,7.218794,5.400382,0.000000,0.287176,2.738195,0.001523,0.000000,0.071278
0.600000,7.224280,5.400385,0.000000,0.287318,2.747350,0.001531,0.000000,0.070882
0.602000,7.229784,5.400388,0.000000,0.287460,2.756504,0.001540,0.000000,0.070486
0.604000,7.235306,5.400391,0.000000,0.287600,2.765659,0.001548,0.000000,0.070090
0.606000,7.240846,5.400394,0.000000,0.287740,2.774813,0.001557,0.000000,0.069694
0.608000,7.246405,5.400398,0.000000,0.287879,2.783967,0.001566,0.000000,0.069297
0.610000,7.251982,5.400401,0.000000,0.288017,2.793121,0.001575,0.000000,0.068901
0.612000,7.257578,5.400404,0.000000,0.288155,2.802274,0.001584,0.000000,0.068505
0.614000,7.263191,5.400407,0.000000,0.288291,2.811428,0.001594,0.000000,0.068109
0.616000,7.268823,5.400410,0.000000,0.288427,2.820581,0.001603,0.000000,0.067713
