t,x,y,yaw,h,dx,dy,dyaw,dh
0.000000,8.550000,4.200000,0.000000,0.412000,0.000000,0.000000,0.000000,0.000000
0.002000,8.550000,4.200000,0.000000,0.411987,0.000000,0.009240,0.000000,-0.001215
0.004000,8.550000,4.200000,0.000000,0.411974,0.000000,0.018480,0.000000,-0.002430
0.006000,8.550000,4.200000,0.000000,0.411961,0.000000,0.027720,0.000000,-0.003645
0.008000,8.550000,4.200000,0.000000,0.411948,0.000000,0.036959,0.000000,-0.004860
0.010000,8.550000,4.200000,0.000000,0.411935,0.000000,0.046199,0.000000,-0.006075
0.012000,8.550000,4.200000,0.000000,0.411922,0.000000,0.055439,0.000000,-0.007290
0.014000,8.550000,4.200000,0.000000,0.411909,0.000000,0.064679,0.000000,-0.008505
0.016000,8.550000,4.200000,0.000000,0.411896,0.000000,0.073919,0.000000,-0.009720
0.018000,8.550000,4.200000,0.000000,0.411882,0.000000,0.083159,0.000000,-0.010935
0.020000,8.550000,4.200000,0.000000,0.411869,0.000000,0.092399,0.000000,-0.012150
0.022000,8.550000,4.200050,0.000000,0.411850,0.000000,0.101638,0.000000,-0.013365
0.024000,8.550000,4.200249,0.000000,0.411811,0.000000,0.110878,0.000000,-0.014580
0.026000,8.550000,4.200447,0.000000,0.411771,0.000001,0.120118,0.000000,-0.015795
0.028000,8.550000,4.200646,0.000000,0.411732,0.000001,0.129358,0.000000,-0.017010
0.030000,8.550000,4.200845,0.000000,0.411693,0.000001,0.138598,0.000000,-0.018225
0.032000,8.550000,4.201043,0.000000,0.411654,0.000001,0.147838,0.000000,-0.019440
0.034000,8.550000,4.201242,0.000000,0.411615,0.000001,0.157078,0.000000,-0.020655
0.036000,8.550000,4.201440,0.000000,0.411576,0.000001,0.166318,0.000000,-0.021870
0.038000,8.550000,4.201639,0.000000,0.411536,0.000001,0.175557,0.000000,-0.023085
0.040000,8.550000,4.201838,0.000000,0.411497,0.000001,0.184797,0.000000,-0.024300
0.042000,8.550000,4.202037,0.000000,0.411458,0.000001,0.194037,0.000000,-0.025515
0.044000,8.550000,4.202335,0.000000,0.411406,0.000001,0.203277,0.000000,-0.026730
0.046000,8.550000,4.202732,0.000000,0.411340,0.000001,0.212517,0.000000,-0.027945
0.048000,8.550000,4.203129,0.000000,0.411275,0.000001,0.221757,0.000000,-0.029160
0.050000,8.550000,4.203527,0.000000,0.411210,0.000001,0.230997,0.000000,-0.030375
0.052000,8.550000,4.203924,0.000000,0.411145,0.000001,0.240236,0.000000,-0.031590
