t,x,y,yaw,h,dx,dy,dyaw,dh
0.000000,8.430000,3.000000,0.000000,0.412000,0.000000,0.000000,0.000000,0.000000
0.009983,8.430000,3.000000,0.000000,0.411969,0.000000,0.046122,0.000000,-0.001318
0.019966,8.430000,3.000000,0.000000,0.411937,0.000000,0.092244,0.000000,-0.002636
0.029950,8.430000,3.000000,0.000000,0.411906,0.000000,0.138366,0.000000,-0.003953
0.039933,8.430000,3.000000,0.000000,0.411874,0.000000,0.184488,0.000000,-0.005271
0.049916,8.430000,3.000495,0.000000,0.411829,0.000001,0.230610,0.000000,-0.006589
0.059899,8.430000,3.002693,0.000000,0.411735,0.000001,0.276732,0.000000,-0.007907
0.069882,8.430000,3.004892,0.000000,0.411640,0.000001,0.322854,0.000000,-0.009224
0.079865,8.430000,3.007091,0.000000,0.411546,0.000001,0.368975,0.000000,-0.010542
0.089849,8.430000,3.009289,0.000000,0.411452,0.000001,0.415097,0.000000,-0.011860
0.099832,8.430000,3.012477,0.000000,0.411329,0.000001,0.461219,0.000000,-0.013177
0.109815,8.430000,3.016874,0.000000,0.411172,0.000001,0.507341,0.000000,-0.014495
0.119798,8.430000,3.021272,0.000000,0.411015,0.000001,0.553463,0.000000,-0.015813
0.129781,8.430000,3.025669,0.000000,0.410858,0.000001,0.599585,0.000000,-0.017131
0.139764,8.430000,3.030066,0.000000,0.410701,0.000001,0.645707,0.000000,-0.018448
0.149748,8.430000,3.035948,0.000000,0.410502,0.000001,0.691829,0.000000,-0.019766
0.159731,8.430000,3.042543,0.000000,0.410282,0.000001,0.737951,0.000000,-0.021083
0.169714,8.430000,3.049139,0.000000,0.410062,0.000001,0.784073,0.000000,-0.022401
0.179697,8.430000,3.055735,0.000000,0.409842,0.000001,0.830194,0.000000,-0.023719
0.189680,8.430000,3.062331,0.000000,0.409622,0.000001,0.876316,0.000000,-0.025036
0.199663,8.430000,3.070906,0.000000,0.409346,0.000001,0.922438,0.000000,-0.026354
0.209647,8.430000,3.079700,0.000000,0.409063,0.000001,0.968560,0.000000,-0.027671
0.219630,8.430000,3.088494,0.000000,0.408781,0.000001,1.014682,0.000000,-0.028989
0.229613,8.430000,3.097289,0.000000,0.408498,0.000001,1.060804,0.000000,-0.030306
0.239596,8.430000,3.106358,0.000000,0.408208,0.000001,1.106925,0.000000,-0.031624
0.249579,8.430000,3.117351,0.000000,0.407862,0.000001,1.153047,0.000000,-0.032941
